timestamp,hostname,metric,value,unit
2025-12-24T19:48:01Z,LAPTOP-V11F36KT,cpu_usage,15.3,percent
2025-12-24T19:48:01Z,LAPTOP-V11F36KT,cpu_temp,27.9,celsius
2025-12-24T19:48:01Z,LAPTOP-V11F36KT,memory_usage,85.9,percent
2025-12-24T19:48:01Z,LAPTOP-V11F36KT,disk_usage,54,percent
2025-12-24T19:48:01Z,LAPTOP-V11F36KT,load_average,"0.07, 0.05, 0.05",load
2025-12-24T19:48:01Z,LAPTOP-V11F36KT,gpu_type,"NVIDIA",type
2025-12-24T19:48:01Z,LAPTOP-V11F36KT,gpu_usage,15,percent
2025-12-24T19:48:01Z,LAPTOP-V11F36KT,smart_status,"Healthy",status
2025-12-24T19:48:01Z,LAPTOP-V11F36KT,network_status,"Connected",status
